Factor,Index Trait,Outcome,Factor Beta,Factor SE,Factor P,Trait Beta,Trait SE,Trait P,Trait F-stat,Factor F-stat
13,immature reticulocyte frac,asthma,-2.290732363571649e-4,2.1370130115994646e-4,0.28393226386374226,1.5318460428753532e-4,1.778563844282979e-4,0.389227431225486,11.028048136978088,11.028048136978088
14,red cell dist width,asthma,1.5318460428750545e-4,1.778563844282632e-4,0.389227431225486,3.5092566978106354e-4,1.946305047867686e-4,0.07159399929936502,8.648219598379754,8.648219598379754
1,eosinophil #,celiac-disease,9.423656695488087e-4,1.8597894364786924e-4,4.665098014487409e-7,0.0017934878315146968,3.5395068297650365e-4,4.665098014487409e-7,10.866065831481576,10.866065831481576
2,neutrophil #,celiac-disease,-4.970808198486294e-6,-1.7824661009697727e-4,0.9777566477693627,9.577549536346866e-6,3.4343826390436266e-4,0.9777566477693627,10.692015874563037,10.692015874563037
3,lymphocyte #,celiac-disease,-5.145028084464558e-4,2.2194275219302844e-4,0.020604749527840017,-1.6789171831749577e-4,3.6234787756307966e-4,0.6432006538769219,12.682431917057624,12.682431917057624
4,monocyte #,celiac-disease,-1.1448077859916534e-4,1.438673468084159e-4,0.42633925401521877,-7.952299437594718e-4,3.4304093086918926e-4,0.020604749527840017,11.920344202643026,11.920344202643026
5,basophil #,celiac-disease,-2.34016942792476e-4,2.990840624615913e-4,0.4341050865748839,-8.286077498781877e-5,2.446813872574857e-4,0.7349336040819076,19.7207251153717,19.7207251153717
6,platelet #,celiac-disease,1.3165976927643336e-4,1.8424267869844083e-4,0.474993453311806,4.935521641855229e-4,3.800007749393329e-4,0.19425213904059457,9.013374222272274,9.013374222272274
7,mean platelet volume,celiac-disease,4.324952033587461e-5,-2.1138545875292199e-4,0.8379186616385335,-1.9371383712835316e-4,2.4343908321337158e-4,0.42633925401521877,21.863605144287693,21.863605144287693
8,platelet dist width,celiac-disease,9.418406578840733e-5,-3.855464246661717e-4,0.807049554931548,1.9822642555480553e-4,2.77395045075259e-4,0.474993453311806,16.123090381269677,16.123090381269677
9,reticulocyte #,celiac-disease,9.09329744438605e-5,-1.9625369625392064e-4,0.6432006538769219,-4.1975033486794586e-4,5.364595993515172e-4,0.4341050865748839,4.9908994879819755,4.9908994879819755
10,mean corpuscular hemoglobin,celiac-disease,-5.129370583834628e-5,1.5146630120161205e-4,0.7349336040819076,-5.1105111184547544e-5,2.4978028168797737e-4,0.8379186616385335,21.77369704733186,21.77369704733186
11,hematocrit,celiac-disease,-2.8423119404806204e-4,-2.1883821374470963e-4,0.19425213904059457,1.4245592868071945e-4,4.5174260314852823e-4,0.7525518405030962,7.173831056881624,7.173831056881624
12,mean corpuscular hemoglobin conc,celiac-disease,-9.759131150991517e-5,-3.094722242482197e-4,0.7525518405030962,-4.8595350674551937e-4,5.12742311583216e-4,0.3434429209976396,5.389837726357769,5.389837726357769
13,immature reticulocyte frac,celiac-disease,-4.0199553138009465e-4,4.2415604609247627e-4,0.3434429209976396,-2.0483309115776154e-4,3.5356501875411634e-4,0.5624694151469354,11.658503959780171,11.658503959780171
14,red cell dist width,celiac-disease,-2.0483309115772158e-4,3.535650187540474e-4,0.5624694151469354,-9.421043272435827e-5,3.856543588246749e-4,0.807049554931548,8.96793786747897,8.96793786747897
1,eosinophil #,inflammatory-bowel-disease,2.2278966621360586e-4,1.2409873422175078e-4,0.07277566626583098,4.240079708470617e-4,2.3618174656091798e-4,0.07277566626583098,9.682263368640454,9.682263368640454
2,neutrophil #,inflammatory-bowel-disease,2.517634193263024e-4,-1.1953888361015109e-4,0.03532856528847495,-4.8508743925625803e-4,2.3032262231410688e-4,0.03532856528847495,9.821317424950738,9.821317424950738
3,lymphocyte #,inflammatory-bowel-disease,1.4680793854272882e-4,1.468147528367103e-4,0.3174640957405028,-1.6368478074305285e-4,2.3769769829366363e-4,0.4911453243961009,12.414783982888126,12.414783982888126
4,monocyte #,inflammatory-bowel-disease,-1.3101874363756526e-4,1.0091764481842132e-4,0.19435549382733194,2.269104595624923e-4,2.2692099192602984e-4,0.3174640957405028,11.177979594801782,11.177979594801782
5,basophil #,inflammatory-bowel-disease,-2.397527204851047e-4,2.034080203750537e-4,0.23867808853195893,-4.111765803055907e-4,1.5904114475684097e-4,0.009804177849858195,21.958654975991355,21.958654975991355
6,platelet #,inflammatory-bowel-disease,1.0621614674607748e-4,1.2281169915294839e-4,0.38722261253287404,-1.2990718019770449e-5,2.5099046981557705e-4,0.9587272729901987,8.832325270569653,8.832325270569653
7,mean platelet volume,inflammatory-bowel-disease,1.7408986089482306e-4,-1.4529624347759648e-4,0.23100403241279122,-2.2169785946890666e-4,1.7076355044876672e-4,0.19435549382733194,20.117417594824804,20.117417594824804
8,platelet dist width,inflammatory-bowel-disease,7.748806297873243e-5,-2.650850316702694e-4,0.7700794308510586,1.5991860855743098e-4,1.8490480632916224e-4,0.38722261253287404,15.596229731902561,15.596229731902561
9,reticulocyte #,inflammatory-bowel-disease,8.865442639647972e-5,-1.2874106561603851e-4,0.4911453243961009,-4.300384557983351e-4,3.648478766042569e-4,0.23867808853195893,4.488156403301583,4.488156403301583
10,mean corpuscular hemoglobin,inflammatory-bowel-disease,-2.54532624886898e-4,9.84520081612864e-5,0.009804177849858195,-2.0571052876516095e-4,1.7168700646745565e-4,0.23100403241279122,20.618092031640238,20.618092031640238
11,hematocrit,inflammatory-bowel-disease,7.481209813747459e-6,-1.4454261597270513e-4,0.9587272729901987,-3.165149557949911e-5,3.039144812645876e-4,0.9170647590404168,6.874958398547165,6.874958398547165
12,mean corpuscular hemoglobin conc,inflammatory-bowel-disease,2.1683274213013965e-5,-2.0820062097900505e-4,0.9170647590404168,-6.438858330056502e-5,3.441565965466855e-4,0.8516098972903485,5.331020395823126,5.331020395823126
13,immature reticulocyte frac,inflammatory-bowel-disease,-5.3264195852951895e-5,2.846968114980586e-4,0.8516098972903485,1.4593095849492314e-4,2.4149562980195922e-4,0.5457318548235437,10.557288168287581,10.557288168287581
14,red cell dist width,inflammatory-bowel-disease,1.4593095849489468e-4,2.414956298019121e-4,0.5457318548235437,-7.750975584977617e-5,2.6515924252529135e-4,0.7700794308510586,8.145485710119315,8.145485710119315
1,eosinophil #,rheumatoid-arthritis,7.996873114162337e-4,1.6219480246886284e-4,9.031685711283381e-7,0.0015219457885476747,3.0868527362856024e-4,9.031685711283381e-7,10.248253708561972,10.248253708561972
2,neutrophil #,rheumatoid-arthritis,2.1162657409206428e-4,-1.5371935973910975e-4,0.16878962451309482,-4.077534106408179e-4,2.961801630256379e-4,0.16878962451309482,10.375168119847833,10.375168119847833
3,lymphocyte #,rheumatoid-arthritis,1.863336886804743e-4,1.8619127928515752e-4,0.3170873319814532,6.108872840801936e-4,3.190484491512513e-4,0.055701550912045386,12.895895143771618,12.895895143771618
4,monocyte #,rheumatoid-arthritis,-9.710014713290172e-5,1.3365042594701602e-4,0.4676211489883175,2.88002565461777e-4,2.877824535137576e-4,0.3170873319814532,11.907450243540968,11.907450243540968
5,basophil #,rheumatoid-arthritis,1.2694111730541046e-5,2.7023262209277294e-4,0.9625390345086745,-4.879848355232082e-4,2.0771818913102038e-4,0.018927998336883686,22.664025921523596,22.664025921523596
6,platelet #,rheumatoid-arthritis,7.226910005680896e-5,1.5826102722190513e-4,0.6479864009943581,4.21894038311362e-4,3.31199818398824e-4,0.20290128243230374,9.293424994446543,9.293424994446543
7,mean platelet volume,rheumatoid-arthritis,-1.0181614164546539e-4,-1.9457763386960427e-4,0.6008584568120554,-1.6430393221468875e-4,2.2615095006197e-4,0.4676211489883175,19.537085503288303,19.537085503288303
8,platelet dist width,rheumatoid-arthritis,-2.870279755144406e-4,-3.517422120619753e-4,0.41460769858577595,1.0880806992943798e-4,2.3827717383403783e-4,0.6479864009943581,16.011806934858416,16.011806934858416
9,reticulocyte #,rheumatoid-arthritis,-3.308668131342535e-4,-1.7280199859626285e-4,0.055701550912045386,2.276911058730846e-5,4.8470949266384255e-4,0.9625390345086745,4.502889370231523,4.502889370231523
10,mean corpuscular hemoglobin,rheumatoid-arthritis,-3.020796101723757e-4,1.2858479409741047e-4,0.018927998336883686,1.2030943230732426e-4,2.2991958143600577e-4,0.6008584568120554,21.007181266220016,21.007181266220016
11,hematocrit,rheumatoid-arthritis,-2.4296407750310636e-4,-1.9073428643018466e-4,0.20290128243230374,5.120135094344736e-4,4.0066632502608584e-4,0.2014627769753832,7.009052951791243,7.009052951791243
12,mean corpuscular hemoglobin conc,rheumatoid-arthritis,-3.5076160296912574e-4,-2.7448174673579465e-4,0.2014627769753832,-6.134879953394954e-4,4.583334412222112e-4,0.18091184084888215,5.42305917061466,5.42305917061466
13,immature reticulocyte frac,rheumatoid-arthritis,-5.074959420160279e-4,3.7914737252812096e-4,0.18091184084888215,5.5897146207813275e-5,3.2570642109076695e-4,0.8637587638497146,10.849857027127877,10.849857027127877
14,red cell dist width,rheumatoid-arthritis,5.589714620780237e-5,3.257064210907034e-4,0.8637587638497146,2.871083293214584e-4,3.5184068269285154e-4,0.41460769858577595,8.530904422769142,8.530904422769142
1,eosinophil #,multiple-sclerosis,-5.293646867230065e-5,1.5974290422815862e-4,0.7403960832604632,-1.0074742265662812e-4,3.0401887946659897e-4,0.7403960832604632,10.20126475335691,10.20126475335691
2,neutrophil #,multiple-sclerosis,-2.978928109350981e-4,-1.514744467971969e-4,0.0493967825413735,5.739676606555312e-4,2.9185475676423675e-4,0.0493967825413735,10.399700413881586,10.399700413881586
3,lymphocyte #,multiple-sclerosis,6.107636078153434e-4,1.8362799895299217e-4,9.003517424163012e-4,-9.94291243111856e-5,3.060741619044121e-4,0.7453340829912798,12.954507551617194,12.954507551617194
4,monocyte #,multiple-sclerosis,1.1893747338536516e-4,1.2927344075298845e-4,0.3576853486391305,9.440133299950179e-4,2.8382057567572877e-4,9.003517424163012e-4,11.895570863388812,11.895570863388812
5,basophil #,multiple-sclerosis,5.9933894490091626e-5,2.578935977860354e-4,0.8162583348711976,1.623522125387761e-4,2.0319252534577192e-4,0.4244031540036338,22.59746696539774,22.59746696539774
6,platelet #,multiple-sclerosis,1.8460932360637962e-4,1.5644189850435263e-4,0.2381527818437544,6.404198070543356e-5,3.178552631846291e-4,0.8403472325071975,9.367324044897526,9.367324044897526
7,mean platelet volume,multiple-sclerosis,3.1438192040346596e-5,-1.9114336725413675e-4,0.8693781352508257,2.0125504586669928e-4,2.1874461855930105e-4,0.3576853486391305,19.775703347405937,19.775703347405937
8,platelet dist width,multiple-sclerosis,-2.1288227386382033e-4,-3.3580976006917536e-4,0.5262110225324415,2.779470641920173e-4,2.355383008640616e-4,0.2381527818437544,16.13485968348119,16.13485968348119
9,reticulocyte #,multiple-sclerosis,5.3852483675618436e-5,-1.6577490671545274e-4,0.7453340829912798,1.0750192692016032e-4,4.62577293503845e-4,0.8162583348711976,4.531381570871417,4.531381570871417
10,mean corpuscular hemoglobin,multiple-sclerosis,1.0050167444599559e-4,1.257832505810975e-4,0.4244031540036338,-3.714844204481002e-5,2.2586153464478466e-4,0.8693781352508257,21.493013728755464,21.493013728755464
11,hematocrit,multiple-sclerosis,-3.688106337279893e-5,-1.830493057172946e-4,0.8403472325071975,-4.419314044775662e-4,3.9111995530155335e-4,0.2586796629498101,6.956171010670165,6.956171010670165
12,mean corpuscular hemoglobin conc,multiple-sclerosis,3.027509332872131e-4,-2.679418803349815e-4,0.2586796629498101,5.664976543819943e-4,4.4697610252927015e-4,0.20519366374867612,5.338425392885816,5.338425392885816
13,immature reticulocyte frac,multiple-sclerosis,4.686241017664325e-4,3.6975223628657217e-4,0.20519366374867612,-1.421416722894488e-5,3.10702987292257e-4,0.963516397319603,10.732517127919278,10.732517127919278
14,red cell dist width,multiple-sclerosis,-1.4214167228942108e-5,3.107029872921964e-4,0.963516397319603,2.1294187049763594e-4,3.359037703920609e-4,0.5262110225324415,8.597871577536374,8.597871577536374
1,eosinophil #,CAD,4.181505935422843e-5,5.080631685293994e-5,0.4106009702458029,7.958142210526401e-5,9.66933685980465e-5,0.4106009702458029,9.781232189375746,9.781232189375746
2,neutrophil #,CAD,9.108298546988231e-5,-4.8427690170992394e-5,0.060160371778965153,-1.7549496388168982e-4,9.330848888612914e-5,0.060160371778965153,9.90941894513024,9.90941894513024
3,lymphocyte #,CAD,2.130285927484157e-4,5.913913386074604e-5,3.241740181248019e-4,-4.18432676804296e-4,9.704660900797588e-5,1.7082341751558053e-5,12.572778023113312,12.572778023113312
4,monocyte #,CAD,3.2685650154116565e-6,4.130407675262646e-5,0.936934702848786,3.292629564880444e-4,9.140710083987668e-5,3.241740181248019e-4,11.358315734658722,11.358315734658722
5,basophil #,CAD,-7.286679324936998e-5,8.302195410759914e-5,0.3802343044768881,-1.0129339678375588e-4,6.529151087904226e-5,0.12098160019216989,22.229895122161825,22.229895122161825
6,platelet #,CAD,8.750435696280232e-5,5.0062459796387145e-5,0.08065168229182536,-8.742543185415038e-5,1.0139309403086583e-4,0.388669279525407,9.0713981062854,9.0713981062854
7,mean platelet volume,CAD,-1.4344653849947156e-4,-5.8800450665944815e-5,0.014801882065584254,5.530764891596423e-6,6.989095719561796e-5,0.936934702848786,20.254449553918832,20.254449553918832
8,platelet dist width,CAD,-3.7669745697991204e-5,-1.089668940604707e-4,0.7296094495791496,1.3174621219933183e-4,7.537384057755058e-5,0.08065168229182536,15.802682090686455,15.802682090686455
9,reticulocyte #,CAD,2.2663016548777628e-4,-5.256207337218002e-5,1.7082341751558053e-5,-1.30699343826142e-4,1.4891440176175312e-4,0.3802343044768881,4.417854182875876,4.417854182875876
10,mean corpuscular hemoglobin,CAD,-6.270414075606556e-5,4.0417719400562175e-5,0.12098160019216989,1.6950133185577042e-4,6.948062188084019e-5,0.014801882065584254,20.67734990631339,20.67734990631339
11,hematocrit,CAD,5.0347332438668144e-5,-5.839115351095397e-5,0.388669279525407,1.4191108681629218e-4,1.243379868598066e-4,0.2538834817262977,6.785244500924011,6.785244500924011
12,mean corpuscular hemoglobin conc,CAD,-9.721806040968096e-5,-8.517937667127385e-5,0.2538834817262977,3.321837649584084e-4,1.3967429273076804e-4,0.017498001629756413,5.371177514652926,5.371177514652926
13,immature reticulocyte frac,CAD,2.7479252080019506e-4,1.1554282610794576e-4,0.017498001629756413,2.4670949302487067e-4,9.828206040222628e-5,0.012152976400648028,10.472863384305576,10.472863384305576
14,red cell dist width,CAD,2.4670949302482253e-4,9.82820604022071e-5,0.012152976400648028,3.768029138598835e-5,1.0899739946594894e-4,0.7296094495791496,8.166628838335878,8.166628838335878
1,eosinophil #,type-2-diabetes,-1.209174208656064e-5,6.646957097627851e-5,0.8556780415905012,-2.3012714697516276e-5,1.2650329968942435e-4,0.8556780415905012,10.14491161185081,10.14491161185081
2,neutrophil #,type-2-diabetes,-7.216677524448368e-5,-6.321910482952774e-5,0.25385360418396996,1.3904798519342006e-4,1.2180798050761422e-4,0.25385360418396996,10.539446287642837,10.539446287642837
3,lymphocyte #,type-2-diabetes,3.973765461468548e-5,7.72865048027825e-5,0.6072255118464225,-4.0293970323413927e-4,1.252880452545063e-4,0.0013307635819426948,13.1453573429114,13.1453573429114
4,monocyte #,type-2-diabetes,6.68298781137985e-6,5.280341931898555e-5,0.8993050270298908,6.141963139091068e-5,1.1945618538655472e-4,0.6072255118464225,12.215622143478681,12.215622143478681
5,basophil #,type-2-diabetes,-1.2779436572075422e-4,1.1051638450129495e-4,0.24775079970603378,-1.329396384427285e-4,8.563152282376886e-5,0.12079029614143721,22.94357743613459,22.94357743613459
6,platelet #,type-2-diabetes,-8.426700557301035e-5,6.455569004189397e-5,0.19200400246053848,-1.5770968306285646e-4,1.3341862853897242e-4,0.23739111079624714,9.40279332622386,9.40279332622386
7,mean platelet volume,type-2-diabetes,5.057073862682303e-7,-7.566239446368098e-5,0.9946681954311352,1.1308336895202112e-5,8.934908632646808e-5,0.8993050270298908,19.968620877704076,19.968620877704076
8,platelet dist width,type-2-diabetes,3.930895486260771e-4,-1.3806148470215193e-4,0.004478410440879859,-1.2687206880845314e-4,9.7194790455395e-5,0.19200400246053848,16.40477086008815,16.40477086008815
9,reticulocyte #,type-2-diabetes,2.1823891079199507e-4,-6.785810956860061e-5,0.0013307635819426948,-2.292215562062628e-4,1.9823047361126666e-4,0.24775079970603378,4.541724425331226,4.541724425331226
10,mean corpuscular hemoglobin,type-2-diabetes,-8.229426661215601e-5,5.300889525662473e-5,0.12079029614143721,-5.975611290340154e-7,8.940527089148157e-5,0.9946681954311352,21.064168286091515,21.064168286091515
11,hematocrit,type-2-diabetes,9.082324986634508e-5,-7.683430212582851e-5,0.23739111079624714,-2.5212850533970255e-4,1.7108223450882154e-4,0.14079228286535478,6.156970908029919,6.156970908029919
12,mean corpuscular hemoglobin conc,type-2-diabetes,1.7272395563320934e-4,-1.1720213961177514e-4,0.14079228286535478,3.4462875811545586e-4,1.8600837444984224e-4,0.06413875306392278,5.236838494835956,5.236838494835956
13,immature reticulocyte frac,type-2-diabetes,2.8508739791857087e-4,1.5387178874144713e-4,0.06413875306392278,1.851137163836177e-4,1.3327348131569137e-4,0.1650729853300115,9.88644893640484,9.88644893640484
14,red cell dist width,type-2-diabetes,1.851137163835816e-4,1.3327348131566538e-4,0.1650729853300115,-3.931995944906811e-4,1.3810013517125155e-4,0.004478410440879859,9.090978599652429,9.090978599652429
